0.00016585,0.00012505,0.00039967,0.00032008
0.00016236,0.00012361,0.00040466,0.00032612
0.00016335,0.00012494,0.00042873,0.00034726
0.00016947,0.00013076,0.00052137,0.00041866
0.00018067,0.00013885,0.00078998,0.0006284
0.00018244,0.00014205,0.0014718,0.0011985
0.00018479,0.00014492,0.0025839,0.0022026
0.00019502,0.00015393,0.004018,0.0035706
0.00022249,0.00017691,0.005627,0.0051152
0.00026608,0.00021572,0.0072635,0.0066632
0.00032137,0.00026538,0.0087722,0.0081182
0.00037179,0.00032082,0.010007,0.009408
0.00041937,0.00036668,0.010719,0.010211
0.00045033,0.00040056,0.010765,0.010331
0.00047937,0.00042618,0.0099919,0.0096894
0.00050399,0.00044694,0.0084383,0.0083186
0.00051904,0.00045892,0.0065904,0.0065158
0.00050984,0.00044508,0.0047277,0.0045516
0.00047152,0.00041264,0.0030068,0.0028658
0.00044118,0.0003842,0.0016755,0.0016217
0.00043779,0.0003795,0.00092089,0.00086446
0.00045094,0.00039406,0.00061383,0.00053248
0.00047795,0.00041728,0.00051891,0.00042364
0.00050903,0.00044408,0.0004907,0.00038622
0.00053012,0.00046436,0.00047752,0.00036822
0.00054961,0.00048164,0.00047025,0.00035672
0.00056711,0.00049512,0.00046745,0.00034962
0.00058311,0.00050624,0.00046848,0.00034512
0.00059924,0.0005157,0.00047362,0.0003435
0.00061433,0.00052762,0.00047878,0.00034268
0.00062783,0.00053742,0.00048339,0.00034176
0.0006447,0.00054492,0.00048973,0.00034052
0.00066053,0.00055284,0.00049598,0.00033986
0.00067644,0.00056094,0.00050007,0.0003394
0.00069258,0.00056888,0.00050585,0.00033946
0.00071197,0.00057902,0.0005126,0.00033936
0.00072729,0.00058938,0.0005184,0.00033994
0.00074804,0.00060084,0.00052365,0.00034176
0.00076655,0.00061516,0.00052774,0.0003443
0.00079234,0.00063408,0.00053463,0.00034728
0.00084117,0.0006734,0.00054353,0.0003498
0.00098123,0.0007876,0.00055246,0.00035636
0.0014188,0.0011491,0.00056689,0.0003675
0.0024586,0.0020274,0.00058607,0.00038596
0.0042809,0.0036296,0.00061958,0.00041492
0.0068882,0.0060326,0.00068053,0.00047192
0.0099873,0.0089,0.00080108,0.00058234
0.01304,0.011591,0.0010019,0.00075372
0.016071,0.014159,0.0013403,0.0010367
0.018882,0.016471,0.0018956,0.0014983
0.021289,0.018402,0.0026796,0.0021842
0.022782,0.019823,0.0036188,0.003111
0.022314,0.020173,0.0042862,0.0038302
0.020231,0.019296,0.0047172,0.0042672
0.01745,0.017082,0.0049291,0.004412
0.01443,0.013988,0.0049406,0.0043494
0.010843,0.010362,0.0047148,0.0040894
0.0078631,0.0074092,0.0042296,0.0036298
0.0053636,0.0050084,0.0034297,0.0029506
0.0032122,0.0030728,0.002595,0.0022442
0.0017,0.0016686,0.0023016,0.0019166
0.00089832,0.0008446,0.0030485,0.0024668
0.00064528,0.00055748,0.0046432,0.003926
0.00058969,0.00048942,0.0066546,0.0058816
0.00061906,0.00050506,0.0089746,0.0080824
0.00069898,0.00057176,0.011485,0.01035
0.00083402,0.0006897,0.014234,0.012717
0.0010185,0.00085274,0.01678,0.014806
0.0012376,0.0010551,0.01881,0.016467
0.001508,0.0013054,0.020098,0.017715
0.0018279,0.0015906,0.020528,0.018506
0.0022163,0.0019424,0.020384,0.018869
0.002617,0.0023122,0.01988,0.018761
0.0030141,0.002677,0.019118,0.018295
0.0034168,0.0030514,0.018264,0.017578
0.0038098,0.003426,0.017389,0.016735
0.0042181,0.00383,0.016364,0.015758
0.0045862,0.004192,0.015489,0.014913
0.0049145,0.0045258,0.014752,0.014206
0.0052173,0.0048394,0.014059,0.01358
0.0055058,0.0051504,0.013476,0.013055
0.0057907,0.0054678,0.012888,0.012535
0.0059497,0.0056676,0.012315,0.012051
0.0059004,0.0056754,0.011535,0.011371
0.0055563,0.0054068,0.010402,0.010345
0.0049754,0.0048904,0.0089962,0.0090184
0.0042057,0.0041642,0.0073808,0.0074354
0.0034771,0.0034692,0.005993,0.0060542
0.0027412,0.0027568,0.0046683,0.0047354
0.0020175,0.0020441,0.0034445,0.003497
0.0012945,0.0013195,0.0022675,0.0023098
0.00072538,0.00072602,0.0013654,0.0013649
0.00042371,0.00039486,0.00089461,0.00083822
0.00029219,0.00024364,0.00068632,0.00059136
0.00024653,0.00018647,0.00061023,0.00049372
0.00023415,0.00016521,0.00056626,0.00044774
0.00022734,0.00015657,0.00055374,0.0004168
0.00022419,0.00015092,0.00053302,0.0003946
0.00022856,0.0001468,0.00051813,0.00037356
0.0002267,0.00014354,0.00050943,0.00035954
0.00022488,0.00014146,0.00048762,0.00033676
0.00023491,0.00014294,0.00046883,0.00031004
0.00023414,0.00014293,0.00043886,0.00028144
0.0002359,0.00014152,0.00040152,0.00025394
0.00024298,0.00014597,0.00037167,0.00022504
0.00023852,0.00014356,0.00032857,0.00019628
0.0002347,0.00014917,0.00029822,0.00017481
0.00023936,0.00015124,0.00027908,0.00015766
0.00024451,0.00015756,0.00025514,0.00014302
0.00024296,0.00015637,0.00024014,0.00013114
0.00024376,0.00016152,0.00022142,0.00012072
0.00024045,0.00016506,0.00020773,0.00011207
0.00024766,0.00016518,0.00020331,0.00010668
0.00024838,0.00016678,0.00019323,0.00010324
0.00024603,0.00016721,0.00018987,9.75e-05
0.00023812,0.00015991,0.00017752,9.11e-05
0.00021643,0.00014809,0.00015968,8.2656e-05
0.00019714,0.00013252,0.00015045,7.626e-05
0.00017326,0.00011724,0.00013547,6.6258e-05
0.00015774,0.00010318,0.00013435,6.4426e-05
0.00013001,8.3788e-05,0.00012194,6.1168e-05
0.00011825,7.1634e-05,0.00012505,6e-05
0.00010483,6.432e-05,0.00013417,5.9114e-05
9.3589e-05,5.7628e-05,0.00013483,5.8652e-05
6.7498e-05,5.2932e-05,0.00011854,6.503e-05
5.6066e-05,4.6852e-05,0.00012276,6.9524e-05
4.2226e-05,4.848e-05,0.00011181,7.0936e-05
4.38e-05,4.4868e-05,0.00013035,6.9624e-05
3.6937e-05,4.3003e-05,0.00012443,7.3458e-05
3.2836e-05,3.4886e-05,0.00010187,8.2074e-05
2.5125e-05,2.7948e-05,9.7179e-05,8.0542e-05
3.0404e-05,3.2624e-05,0.00010151,8.9478e-05
2.4132e-05,3.2124e-05,9.6241e-05,9.5618e-05
1.7513e-05,2.6261e-05,9.332e-05,9.8828e-05
2.5798e-05,2.8963e-05,7.7674e-05,0.00010201
1.9232e-05,2.6589e-05,7.126e-05,9.8534e-05
2.1179e-05,2.8208e-05,8.7447e-05,0.00010758
1.8538e-05,2.9776e-05,7.1257e-05,0.00011237
2.0459e-05,2.7633e-05,7.8465e-05,0.00011679
2.6959e-05,3.7482e-05,0.00011402,0.00011911
4.004e-05,3.7338e-05,0.00012324,0.00011992
3.229e-05,4.0277e-05,0.00010182,0.0001219
3.3366e-05,4.227e-05,8.26e-05,0.00012722
6.931e-05,3.9562e-05,0.00011745,0.00012701
6.8746e-05,5.4402e-05,8.9059e-05,0.000121
7.9631e-05,5.3431e-05,9.6394e-05,0.00011057
7.1404e-05,5.6791e-05,0.00012746,0.00011285
8.4265e-05,7.0507e-05,0.00013741,0.00011156
0.00010814,7.5263e-05,0.00015557,0.00011195
